"","Name","Event","Year","Date","Elo"
"204342","Simon Lizotte","OT",2022,2022-05-20,1994
"204349","Nikko Locastro","OT",2022,2022-05-20,1994
"204352","Garrett Gurthie","OT",2022,2022-05-20,1971
"204356","James Conrad","OT",2022,2022-05-20,2019
"204359","Matthew Orum","OT",2022,2022-05-20,1986
"204385","Paul McBeth","OT",2022,2022-05-20,2069
"204405","Bradley Williams","OT",2022,2022-05-20,1968
"204416","Jeremy Koling","OT",2022,2022-05-20,1970
"204442","Richard Wysocki","OT",2022,2022-05-20,2094
"204459","Kevin Jones","OT",2022,2022-05-20,2008
"204480","Corey Ellis","OT",2022,2022-05-20,1960
"204495","Calvin Heimburg","OT",2022,2022-05-20,2068
"204506","Drew Gibson","OT",2022,2022-05-20,1994
"204518","Chris Clemons","OT",2022,2022-05-20,1976
"204537","Eric Oakley","OT",2022,2022-05-20,1948
"204558","Adam Hammes","OT",2022,2022-05-20,1994
"204645","Joel Freeman","OT",2022,2022-05-20,2006
"204688","Gannon Buhr","OT",2022,2022-05-20,1996
"204777","Kyle Klein","OT",2022,2022-05-20,1995
"204782","Thomas Gilbert","OT",2022,2022-05-20,1972
"204853","Alden Harris","OT",2022,2022-05-20,1954
"204991","Ezra Aderhold","OT",2022,2022-05-20,1983
"206006","Simon Lizotte","Portlan",2022,2022-06-02,2019
"206016","Garrett Gurthie","Portlan",2022,2022-06-02,2000
"206020","James Conrad","Portlan",2022,2022-06-02,2024
"206049","Paul McBeth","Portlan",2022,2022-06-02,2074
"206080","Jeremy Koling","Portlan",2022,2022-06-02,1970
"206123","Kevin Jones","Portlan",2022,2022-06-02,2023
"206144","Corey Ellis","Portlan",2022,2022-06-02,1975
"206159","Calvin Heimburg","Portlan",2022,2022-06-02,2073
"206170","Drew Gibson","Portlan",2022,2022-06-02,1996
"206182","Chris Clemons","Portlan",2022,2022-06-02,1994
"206201","Eric Oakley","Portlan",2022,2022-06-02,1947
"206222","Adam Hammes","Portlan",2022,2022-06-02,2013
"206269","Andrew Presnell","Portlan",2022,2022-06-02,1966
"206309","Joel Freeman","Portlan",2022,2022-06-02,2014
"206352","Gannon Buhr","Portlan",2022,2022-06-02,2017
"206441","Kyle Klein","Portlan",2022,2022-06-02,2003
"206446","Thomas Gilbert","Portlan",2022,2022-06-02,1984
"206517","Alden Harris","Portlan",2022,2022-06-02,1941
"206655","Ezra Aderhold","Portlan",2022,2022-06-02,2003
"208110","Thomas Gilbert","Jarv",2022,2022-06-17,1984
"208942","Thomas Gilbert","Noki",2022,2022-06-23,1982
"209334","Simon Lizotte","Preserv",2022,2022-06-24,2030
"209341","Nikko Locastro","Preserv",2022,2022-06-24,1998
"209344","Garrett Gurthie","Preserv",2022,2022-06-24,2000
"209348","James Conrad","Preserv",2022,2022-06-24,2032
"209377","Paul McBeth","Preserv",2022,2022-06-24,2078
"209397","Bradley Williams","Preserv",2022,2022-06-24,1987
"209408","Jeremy Koling","Preserv",2022,2022-06-24,1975
"209434","Richard Wysocki","Preserv",2022,2022-06-24,2100
"209451","Kevin Jones","Preserv",2022,2022-06-24,2028
"209472","Corey Ellis","Preserv",2022,2022-06-24,1979
"209487","Calvin Heimburg","Preserv",2022,2022-06-24,2075
"209510","Chris Clemons","Preserv",2022,2022-06-24,1995
"209529","Eric Oakley","Preserv",2022,2022-06-24,1945
"209550","Adam Hammes","Preserv",2022,2022-06-24,2022
"209597","Andrew Presnell","Preserv",2022,2022-06-24,1967
"209680","Gannon Buhr","Preserv",2022,2022-06-24,2024
"209769","Kyle Klein","Preserv",2022,2022-06-24,2016
"209845","Alden Harris","Preserv",2022,2022-06-24,1963
"209983","Ezra Aderhold","Preserv",2022,2022-06-24,2010
"210166","Simon Lizotte","Idlewild",2022,2022-07-08,2033
"210173","Nikko Locastro","Idlewild",2022,2022-07-08,2001
"210176","Garrett Gurthie","Idlewild",2022,2022-07-08,2014
"210180","James Conrad","Idlewild",2022,2022-07-08,2037
"210183","Matthew Orum","Idlewild",2022,2022-07-08,2000
"210209","Paul McBeth","Idlewild",2022,2022-07-08,2086
"210229","Bradley Williams","Idlewild",2022,2022-07-08,1999
"210240","Jeremy Koling","Idlewild",2022,2022-07-08,1990
"210266","Richard Wysocki","Idlewild",2022,2022-07-08,2101
"210304","Corey Ellis","Idlewild",2022,2022-07-08,1990
"210330","Drew Gibson","Idlewild",2022,2022-07-08,1996
"210342","Chris Clemons","Idlewild",2022,2022-07-08,2011
"210361","Eric Oakley","Idlewild",2022,2022-07-08,1963
"210382","Adam Hammes","Idlewild",2022,2022-07-08,2031
"210421","Chris Dickerson","Idlewild",2022,2022-07-08,2059
"210429","Andrew Presnell","Idlewild",2022,2022-07-08,1982
"210469","Joel Freeman","Idlewild",2022,2022-07-08,2017
"210512","Gannon Buhr","Idlewild",2022,2022-07-08,2032
"210601","Kyle Klein","Idlewild",2022,2022-07-08,2030
"210677","Alden Harris","Idlewild",2022,2022-07-08,1980
"210815","Ezra Aderhold","Idlewild",2022,2022-07-08,2009
"211012","James Conrad","PCSSula",2022,2022-07-13,2039
"211115","Kevin Jones","PCSSula",2022,2022-07-13,2019
"211151","Calvin Heimburg","PCSSula",2022,2022-07-13,2072
"211193","Eric Oakley","PCSSula",2022,2022-07-13,1925
"211438","Thomas Gilbert","PCSSula",2022,2022-07-13,1979
"211830","Simon Lizotte","Euro",2022,2022-07-21,2038
"211844","James Conrad","Euro",2022,2022-07-21,2045
"211873","Paul McBeth","Euro",2022,2022-07-21,2096
"211904","Jeremy Koling","Euro",2022,2022-07-21,1992
"211929","Eagle McMahon","Euro",2022,2022-07-21,2041
"211930","Richard Wysocki","Euro",2022,2022-07-21,2105
"211947","Kevin Jones","Euro",2022,2022-07-21,2030
"211983","Calvin Heimburg","Euro",2022,2022-07-21,2079
"212025","Eric Oakley","Euro",2022,2022-07-21,1975
"212046","Adam Hammes","Euro",2022,2022-07-21,2028
"212270","Thomas Gilbert","Euro",2022,2022-07-21,1975
"212479","Ezra Aderhold","Euro",2022,2022-07-21,2012
