"","Name","Event","Year","Date","Elo","dElo"
"218","Kona Star Panis","Memorial",2018,2018-02-28,1537,10
"220","Paige Pierce","Memorial",2018,2018-02-28,1614,56
"225","Lisa Fajkus","Memorial",2018,2018-02-28,1579,43
"226","Rebecca Cox","Memorial",2018,2018-02-28,1532,31
"231","Sarah Hokom","Memorial",2018,2018-02-28,1577,24
"250","Catrina Allen","Memorial",2018,2018-02-28,1579,31
"261","Jessica Weese","Memorial",2018,2018-02-28,1577,52
"287","Madison Walker","Memorial",2018,2018-02-28,1555,23
"415","Paige Pierce","Waco",2018,2018-03-15,1642,29
"420","Lisa Fajkus","Waco",2018,2018-03-15,1602,23
"421","Rebecca Cox","Waco",2018,2018-03-15,1562,30
"426","Sarah Hokom","Waco",2018,2018-03-15,1609,32
"445","Catrina Allen","Waco",2018,2018-03-15,1593,14
"456","Jessica Weese","Waco",2018,2018-03-15,1595,18
"803","Kona Star Panis","Jonesboro",2018,2018-04-06,1578,41
"805","Paige Pierce","Jonesboro",2018,2018-04-06,1672,30
"810","Lisa Fajkus","Jonesboro",2018,2018-04-06,1611,9
"811","Rebecca Cox","Jonesboro",2018,2018-04-06,1585,23
"816","Sarah Hokom","Jonesboro",2018,2018-04-06,1636,27
"835","Catrina Allen","Jonesboro",2018,2018-04-06,1618,25
"846","Jessica Weese","Jonesboro",2018,2018-04-06,1609,14
"872","Madison Walker","Jonesboro",2018,2018-04-06,1596,41
"1388","Kona Star Panis","DDO",2018,2018-04-26,1593,15
"1390","Paige Pierce","DDO",2018,2018-04-26,1691,19
"1395","Lisa Fajkus","DDO",2018,2018-04-26,1637,26
"1396","Rebecca Cox","DDO",2018,2018-04-26,1590,5
"1401","Sarah Hokom","DDO",2018,2018-04-26,1656,21
"1420","Catrina Allen","DDO",2018,2018-04-26,1621,4
"1431","Jessica Weese","DDO",2018,2018-04-26,1627,19
"1457","Madison Walker","DDO",2018,2018-04-26,1609,13
"1778","Kona Star Panis","Masters Cup",2018,2018-05-18,1608,15
"1780","Paige Pierce","Masters Cup",2018,2018-05-18,1716,25
"1785","Lisa Fajkus","Masters Cup",2018,2018-05-18,1658,21
"1791","Sarah Hokom","Masters Cup",2018,2018-05-18,1667,11
"1810","Catrina Allen","Masters Cup",2018,2018-05-18,1645,24
"1821","Jessica Weese","Masters Cup",2018,2018-05-18,1633,6
"1847","Madison Walker","Masters Cup",2018,2018-05-18,1633,24
"1973","Kona Star Panis","San Francisco",2018,2018-05-25,1617,9
"1975","Paige Pierce","San Francisco",2018,2018-05-25,1730,14
"1980","Lisa Fajkus","San Francisco",2018,2018-05-25,1666,8
"1986","Sarah Hokom","San Francisco",2018,2018-05-25,1695,28
"2005","Catrina Allen","San Francisco",2018,2018-05-25,1666,21
"2016","Jessica Weese","San Francisco",2018,2018-05-25,1665,32
"2042","Madison Walker","San Francisco",2018,2018-05-25,1649,16
"2363","Kona Star Panis","Beaver",2018,2018-06-08,1625,8
"2365","Paige Pierce","Beaver",2018,2018-06-08,1752,22
"2370","Lisa Fajkus","Beaver",2018,2018-06-08,1676,10
"2376","Sarah Hokom","Beaver",2018,2018-06-08,1705,10
"2395","Catrina Allen","Beaver",2018,2018-06-08,1696,30
"2406","Jessica Weese","Beaver",2018,2018-06-08,1657,-8
"2432","Madison Walker","Beaver",2018,2018-06-08,1646,-3
"2680","Kristin Tattar","Alutaguse",2018,2018-06-15,1559,50
"2841","Eveliina Salonen","Sula",2018,2018-06-22,1583,46
"2875","Kristin Tattar","Sula",2018,2018-06-22,1585,26
"2948","Kona Star Panis","Utah",2018,2018-06-22,1646,21
"2955","Lisa Fajkus","Utah",2018,2018-06-22,1696,20
"2980","Catrina Allen","Utah",2018,2018-06-22,1719,23
"2991","Jessica Weese","Utah",2018,2018-06-22,1690,33
"3145","Paige Pierce","Skellefte�",2018,2018-07-06,1764,12
"3175","Catrina Allen","Skellefte�",2018,2018-07-06,1735,16
"3211","Henna Blomroos","Skellefte�",2018,2018-07-06,1588,40
"3231","Eveliina Salonen","Skellefte�",2018,2018-07-06,1618,36
"3265","Kristin Tattar","Skellefte�",2018,2018-07-06,1620,35
"3346","Rebecca Cox","DGLO",2018,2018-07-06,1612,22
"3351","Sarah Hokom","DGLO",2018,2018-07-06,1724,18
"3381","Jessica Weese","DGLO",2018,2018-07-06,1704,14
"3407","Madison Walker","DGLO",2018,2018-07-06,1658,13
"3565","Catrina Allen","Konopiste",2018,2018-07-12,1749,15
"3601","Henna Blomroos","Konopiste",2018,2018-07-12,1638,51
"3621","Eveliina Salonen","Konopiste",2018,2018-07-12,1657,38
"3655","Kristin Tattar","Konopiste",2018,2018-07-12,1636,16
"3850","Kristin Tattar","Ale",2018,2018-07-20,1670,34
"3923","Kona Star Panis","Idlewild",2018,2018-07-20,1645,-1
"3925","Paige Pierce","Idlewild",2018,2018-07-20,1783,20
"3931","Rebecca Cox","Idlewild",2018,2018-07-20,1636,24
"3936","Sarah Hokom","Idlewild",2018,2018-07-20,1743,19
"3955","Catrina Allen","Idlewild",2018,2018-07-20,1742,-8
"3966","Jessica Weese","Idlewild",2018,2018-07-20,1716,12
"3968","Holly Finley","Idlewild",2018,2018-07-20,1567,48
"3992","Madison Walker","Idlewild",2018,2018-07-20,1667,8
"4075","Missy Gannon","Idlewild",2018,2018-07-20,1511,13
"4118","Kona Star Panis","Ledgestone",2018,2018-08-09,1652,7
"4120","Paige Pierce","Ledgestone",2018,2018-08-09,1792,8
"4125","Lisa Fajkus","Ledgestone",2018,2018-08-09,1707,11
"4126","Rebecca Cox","Ledgestone",2018,2018-08-09,1658,21
"4131","Sarah Hokom","Ledgestone",2018,2018-08-09,1761,18
"4150","Catrina Allen","Ledgestone",2018,2018-08-09,1763,21
"4161","Jessica Weese","Ledgestone",2018,2018-08-09,1743,27
"4163","Holly Finley","Ledgestone",2018,2018-08-09,1596,29
"4187","Madison Walker","Ledgestone",2018,2018-08-09,1682,15
"4270","Missy Gannon","Ledgestone",2018,2018-08-09,1567,56
"4381","Henna Blomroos","European Disc Golf Championships",2018,2018-08-15,1679,40
"4401","Eveliina Salonen","European Disc Golf Championships",2018,2018-08-15,1693,36
"4435","Kristin Tattar","European Disc Golf Championships",2018,2018-08-15,1696,25
"4508","Kona Star Panis","MVP",2018,2018-08-24,1658,5
"4510","Paige Pierce","MVP",2018,2018-08-24,1799,7
"4515","Lisa Fajkus","MVP",2018,2018-08-24,1726,18
"4516","Rebecca Cox","MVP",2018,2018-08-24,1684,26
"4521","Sarah Hokom","MVP",2018,2018-08-24,1782,20
"4540","Catrina Allen","MVP",2018,2018-08-24,1767,4
"4551","Jessica Weese","MVP",2018,2018-08-24,1750,7
"4553","Holly Finley","MVP",2018,2018-08-24,1631,35
"4577","Madison Walker","MVP",2018,2018-08-24,1699,17
"4660","Missy Gannon","MVP",2018,2018-08-24,1591,24
"4771","Henna Blomroos","Nokia",2018,2018-09-05,1701,22
"4791","Eveliina Salonen","Nokia",2018,2018-09-05,1719,26
"4898","Kona Star Panis","World",2018,2018-09-05,1659,2
"4900","Paige Pierce","World",2018,2018-09-05,1811,12
"4905","Lisa Fajkus","World",2018,2018-09-05,1733,7
"4906","Rebecca Cox","World",2018,2018-09-05,1706,21
"4911","Sarah Hokom","World",2018,2018-09-05,1789,8
"4930","Catrina Allen","World",2018,2018-09-05,1774,7
"4941","Jessica Weese","World",2018,2018-09-05,1759,9
"4943","Holly Finley","World",2018,2018-09-05,1649,18
"4967","Madison Walker","World",2018,2018-09-05,1711,12
"5020","Kristin Tattar","World",2018,2018-09-05,1705,9
"5041","Hailey King","World",2018,2018-09-05,1601,38
"5050","Missy Gannon","World",2018,2018-09-05,1610,19
"5093","Kona Star Panis","Delaware",2018,2018-09-14,1670,11
"5106","Sarah Hokom","Delaware",2018,2018-09-14,1811,22
"5125","Catrina Allen","Delaware",2018,2018-09-14,1785,11
"5138","Holly Finley","Delaware",2018,2018-09-14,1671,22
"5215","Kristin Tattar","Delaware",2018,2018-09-14,1736,31
"5290","Paige Pierce","USWDGC",2018,2018-09-21,1821,11
"5295","Lisa Fajkus","USWDGC",2018,2018-09-21,1733,0
"5301","Sarah Hokom","USWDGC",2018,2018-09-21,1819,8
"5320","Catrina Allen","USWDGC",2018,2018-09-21,1794,9
"5331","Jessica Weese","USWDGC",2018,2018-09-21,1766,6
"5333","Holly Finley","USWDGC",2018,2018-09-21,1699,28
"5357","Madison Walker","USWDGC",2018,2018-09-21,1721,10
"5410","Kristin Tattar","USWDGC",2018,2018-09-21,1751,15
"5431","Hailey King","USWDGC",2018,2018-09-21,1626,24
"5440","Missy Gannon","USWDGC",2018,2018-09-21,1610,0
"5483","Kona Star Panis","HOFC",2018,2018-10-12,1671,1
"5485","Paige Pierce","HOFC",2018,2018-10-12,1832,10
"5490","Lisa Fajkus","HOFC",2018,2018-10-12,1737,4
"5496","Sarah Hokom","HOFC",2018,2018-10-12,1828,9
"5515","Catrina Allen","HOFC",2018,2018-10-12,1817,23
"5526","Jessica Weese","HOFC",2018,2018-10-12,1762,-4
"5528","Holly Finley","HOFC",2018,2018-10-12,1708,9
"5552","Madison Walker","HOFC",2018,2018-10-12,1707,-14
"5635","Missy Gannon","HOFC",2018,2018-10-12,1620,10
"5666","Kona Star Panis","LVC",2019,2019-02-21,1627,-27
"5667","Paige Pierce","LVC",2019,2019-02-21,1802,4
"5672","Lisa Fajkus","LVC",2019,2019-02-21,1712,-1
"5673","Rebecca Cox","LVC",2019,2019-02-21,1679,-6
"5678","Sarah Hokom","LVC",2019,2019-02-21,1800,6
"5693","Catrina Allen","LVC",2019,2019-02-21,1778,-7
"5704","Jessica Weese","LVC",2019,2019-02-21,1743,7
"5727","Madison Walker","LVC",2019,2019-02-21,1688,1
"5743","Eveliina Salonen","LVC",2019,2019-02-21,1695,-2
"5854","Kona Star Panis","Memorial",2019,2019-02-28,1648,21
"5855","Paige Pierce","Memorial",2019,2019-02-28,1821,19
"5860","Lisa Fajkus","Memorial",2019,2019-02-28,1724,11
"5861","Rebecca Cox","Memorial",2019,2019-02-28,1716,37
"5866","Sarah Hokom","Memorial",2019,2019-02-28,1802,2
"5881","Catrina Allen","Memorial",2019,2019-02-28,1808,29
"5892","Jessica Weese","Memorial",2019,2019-02-28,1768,25
"5915","Madison Walker","Memorial",2019,2019-02-28,1697,10
"5931","Eveliina Salonen","Memorial",2019,2019-02-28,1759,65
"5989","Hailey King","Memorial",2019,2019-02-28,1629,16
"5998","Missy Gannon","Memorial",2019,2019-02-28,1636,28
"6042","Kona Star Panis","Waco",2019,2019-03-14,1673,25
"6043","Paige Pierce","Waco",2019,2019-03-14,1833,12
"6048","Lisa Fajkus","Waco",2019,2019-03-14,1735,11
"6049","Rebecca Cox","Waco",2019,2019-03-14,1735,19
"6054","Sarah Hokom","Waco",2019,2019-03-14,1817,15
"6069","Catrina Allen","Waco",2019,2019-03-14,1827,19
"6080","Jessica Weese","Waco",2019,2019-03-14,1772,5
"6113","Alexis Mandujano","Waco",2019,2019-03-14,1529,29
"6230","Kona Star Panis","Jonesboro",2019,2019-04-12,1675,2
"6231","Paige Pierce","Jonesboro",2019,2019-04-12,1848,15
"6236","Lisa Fajkus","Jonesboro",2019,2019-04-12,1736,0
"6237","Rebecca Cox","Jonesboro",2019,2019-04-12,1754,19
"6242","Sarah Hokom","Jonesboro",2019,2019-04-12,1817,0
"6257","Catrina Allen","Jonesboro",2019,2019-04-12,1843,16
"6268","Jessica Weese","Jonesboro",2019,2019-04-12,1781,8
"6270","Holly Finley","Jonesboro",2019,2019-04-12,1691,5
"6290","Henna Blomroos","Jonesboro",2019,2019-04-12,1714,34
"6291","Madison Walker","Jonesboro",2019,2019-04-12,1715,18
"6365","Hailey King","Jonesboro",2019,2019-04-12,1646,16
"6374","Missy Gannon","Jonesboro",2019,2019-04-12,1657,21
"6526","Kristin Tattar","Dutch",2019,2019-04-20,1757,31
"6606","Kona Star Panis","DDO",2019,2019-04-24,1680,5
"6607","Paige Pierce","DDO",2019,2019-04-24,1866,19
"6612","Lisa Fajkus","DDO",2019,2019-04-24,1737,2
"6613","Rebecca Cox","DDO",2019,2019-04-24,1743,-11
"6618","Sarah Hokom","DDO",2019,2019-04-24,1826,8
"6633","Catrina Allen","DDO",2019,2019-04-24,1858,15
"6644","Jessica Weese","DDO",2019,2019-04-24,1775,-5
"6667","Madison Walker","DDO",2019,2019-04-24,1726,11
"6670","Emily Beach","DDO",2019,2019-04-24,1576,38
"6741","Hailey King","DDO",2019,2019-04-24,1661,16
"6750","Missy Gannon","DDO",2019,2019-04-24,1661,5
"6771","Kat Mertsch","DDO",2019,2019-04-24,1508,2
"6902","Kristin Tattar","Bluebell",2019,2019-05-03,1774,17
"6982","Kona Star Panis","San Francisco",2019,2019-05-10,1698,19
"6983","Paige Pierce","San Francisco",2019,2019-05-10,1875,8
"6989","Rebecca Cox","San Francisco",2019,2019-05-10,1769,26
"6994","Sarah Hokom","San Francisco",2019,2019-05-10,1830,4
"7009","Catrina Allen","San Francisco",2019,2019-05-10,1875,17
"7020","Jessica Weese","San Francisco",2019,2019-05-10,1801,26
"7022","Holly Finley","San Francisco",2019,2019-05-10,1689,-2
"7043","Madison Walker","San Francisco",2019,2019-05-10,1744,18
"7230","Henna Blomroos","Helsinki",2019,2019-05-10,1726,12
"7247","Eveliina Salonen","Helsinki",2019,2019-05-10,1776,17
"7278","Kristin Tattar","Helsinki",2019,2019-05-10,1791,17
"7358","Kona Star Panis","Masters Cup",2019,2019-05-18,1701,3
"7359","Paige Pierce","Masters Cup",2019,2019-05-18,1884,9
"7364","Lisa Fajkus","Masters Cup",2019,2019-05-18,1741,3
"7365","Rebecca Cox","Masters Cup",2019,2019-05-18,1785,16
"7370","Sarah Hokom","Masters Cup",2019,2019-05-18,1840,10
"7385","Catrina Allen","Masters Cup",2019,2019-05-18,1891,17
"7396","Jessica Weese","Masters Cup",2019,2019-05-18,1790,-11
"7398","Holly Finley","Masters Cup",2019,2019-05-18,1700,10
"7419","Madison Walker","Masters Cup",2019,2019-05-18,1766,22
"7654","Kristin Tattar","Kokkedal",2019,2019-05-18,1814,22
"7734","Kona Star Panis","Portland",2019,2019-05-25,1728,27
"7735","Paige Pierce","Portland",2019,2019-05-25,1898,15
"7740","Lisa Fajkus","Portland",2019,2019-05-25,1773,32
"7741","Rebecca Cox","Portland",2019,2019-05-25,1802,17
"7746","Sarah Hokom","Portland",2019,2019-05-25,1847,6
"7761","Catrina Allen","Portland",2019,2019-05-25,1903,12
"7772","Jessica Weese","Portland",2019,2019-05-25,1810,21
"7774","Holly Finley","Portland",2019,2019-05-25,1709,9
"7795","Madison Walker","Portland",2019,2019-05-25,1781,15
"7869","Hailey King","Portland",2019,2019-05-25,1679,17
"7878","Missy Gannon","Portland",2019,2019-05-25,1689,28
"7922","Kona Star Panis","Beaver",2019,2019-06-07,1721,-7
"7923","Paige Pierce","Beaver",2019,2019-06-07,1897,-1
"7928","Lisa Fajkus","Beaver",2019,2019-06-07,1786,14
"7929","Rebecca Cox","Beaver",2019,2019-06-07,1788,-14
"7934","Sarah Hokom","Beaver",2019,2019-06-07,1845,-2
"7949","Catrina Allen","Beaver",2019,2019-06-07,1917,13
"7960","Jessica Weese","Beaver",2019,2019-06-07,1800,-10
"7962","Holly Finley","Beaver",2019,2019-06-07,1706,-3
"7983","Madison Walker","Beaver",2019,2019-06-07,1790,9
"7995","Maria Oliva","Beaver",2019,2019-06-07,1607,35
"8057","Hailey King","Beaver",2019,2019-06-07,1711,32
"8066","Missy Gannon","Beaver",2019,2019-06-07,1704,15
"8218","Kristin Tattar","Sula",2019,2019-06-07,1829,15
"8486","Kona Star Panis","Ledgestone",2019,2019-06-21,1714,-7
"8487","Paige Pierce","Ledgestone",2019,2019-06-21,1925,27
"8492","Lisa Fajkus","Ledgestone",2019,2019-06-21,1790,3
"8493","Rebecca Cox","Ledgestone",2019,2019-06-21,1799,11
"8498","Sarah Hokom","Ledgestone",2019,2019-06-21,1840,-4
"8513","Catrina Allen","Ledgestone",2019,2019-06-21,1923,6
"8524","Jessica Weese","Ledgestone",2019,2019-06-21,1793,-8
"8526","Holly Finley","Ledgestone",2019,2019-06-21,1710,4
"8547","Madison Walker","Ledgestone",2019,2019-06-21,1782,-8
"8550","Emily Beach","Ledgestone",2019,2019-06-21,1609,33
"8621","Hailey King","Ledgestone",2019,2019-06-21,1723,13
"8630","Missy Gannon","Ledgestone",2019,2019-06-21,1720,16
"8782","Kristin Tattar","Tyyni",2019,2019-06-27,1839,10
"8862","Kona Star Panis","DGLO",2019,2019-07-05,1731,17
"8863","Paige Pierce","DGLO",2019,2019-07-05,1937,12
"8868","Lisa Fajkus","DGLO",2019,2019-07-05,1802,12
"8869","Rebecca Cox","DGLO",2019,2019-07-05,1799,1
"8874","Sarah Hokom","DGLO",2019,2019-07-05,1844,3
"8889","Catrina Allen","DGLO",2019,2019-07-05,1926,2
"8900","Jessica Weese","DGLO",2019,2019-07-05,1814,22
"8902","Holly Finley","DGLO",2019,2019-07-05,1735,25
"8923","Madison Walker","DGLO",2019,2019-07-05,1800,17
"9158","Kristin Tattar","Estonian Open",2019,2019-07-11,1852,13
"9239","Paige Pierce","European Open",2019,2019-07-18,1953,16
"9265","Catrina Allen","European Open",2019,2019-07-18,1934,8
"9298","Henna Blomroos","European Open",2019,2019-07-18,1753,26
"9315","Eveliina Salonen","European Open",2019,2019-07-18,1781,5
"9346","Kristin Tattar","European Open",2019,2019-07-18,1854,2
"9427","Paige Pierce","Idlewild",2019,2019-07-26,1964,11
"9432","Lisa Fajkus","Idlewild",2019,2019-07-26,1816,13
"9433","Rebecca Cox","Idlewild",2019,2019-07-26,1810,11
"9438","Sarah Hokom","Idlewild",2019,2019-07-26,1861,17
"9453","Catrina Allen","Idlewild",2019,2019-07-26,1945,11
"9464","Jessica Weese","Idlewild",2019,2019-07-26,1828,14
"9466","Holly Finley","Idlewild",2019,2019-07-26,1752,17
"9487","Madison Walker","Idlewild",2019,2019-07-26,1823,23
"9561","Hailey King","Idlewild",2019,2019-07-26,1742,19
"9570","Missy Gannon","Idlewild",2019,2019-07-26,1719,-1
"9614","Kona Star Panis","World",2019,2019-08-13,1729,-2
"9615","Paige Pierce","World",2019,2019-08-13,1971,7
"9620","Lisa Fajkus","World",2019,2019-08-13,1824,8
"9621","Rebecca Cox","World",2019,2019-08-13,1820,10
"9626","Sarah Hokom","World",2019,2019-08-13,1873,12
"9641","Catrina Allen","World",2019,2019-08-13,1949,4
"9652","Jessica Weese","World",2019,2019-08-13,1832,4
"9654","Holly Finley","World",2019,2019-08-13,1768,15
"9674","Henna Blomroos","World",2019,2019-08-13,1776,24
"9675","Madison Walker","World",2019,2019-08-13,1825,2
"9678","Emily Beach","World",2019,2019-08-13,1640,30
"9684","Valerie Mandujano","World",2019,2019-08-13,1635,67
"9691","Eveliina Salonen","World",2019,2019-08-13,1806,25
"9722","Kristin Tattar","World",2019,2019-08-13,1860,6
"9749","Hailey King","World",2019,2019-08-13,1752,10
"9758","Missy Gannon","World",2019,2019-08-13,1738,19
"9802","Kona Star Panis","Delaware",2019,2019-08-23,1726,-3
"9814","Sarah Hokom","Delaware",2019,2019-08-23,1883,10
"9829","Catrina Allen","Delaware",2019,2019-08-23,1954,5
"9840","Jessica Weese","Delaware",2019,2019-08-23,1834,2
"9842","Holly Finley","Delaware",2019,2019-08-23,1764,-3
"9910","Kristin Tattar","Delaware",2019,2019-08-23,1870,10
"9990","Kona Star Panis","MVP",2019,2019-08-30,1743,17
"9991","Paige Pierce","MVP",2019,2019-08-30,1982,11
"9996","Lisa Fajkus","MVP",2019,2019-08-30,1831,7
"9997","Rebecca Cox","MVP",2019,2019-08-30,1824,4
"10002","Sarah Hokom","MVP",2019,2019-08-30,1895,13
"10017","Catrina Allen","MVP",2019,2019-08-30,1961,7
"10028","Jessica Weese","MVP",2019,2019-08-30,1846,12
"10030","Holly Finley","MVP",2019,2019-08-30,1783,19
"10098","Kristin Tattar","MVP",2019,2019-08-30,1887,17
"10125","Hailey King","MVP",2019,2019-08-30,1769,16
"10134","Missy Gannon","MVP",2019,2019-08-30,1754,16
"10238","Henna Blomroos","Nokia",2019,2019-09-06,1799,23
"10255","Eveliina Salonen","Nokia",2019,2019-09-06,1820,13
"10366","Kona Star Panis","Green",2019,2019-09-12,1763,21
"10367","Paige Pierce","Green",2019,2019-09-12,1989,6
"10372","Lisa Fajkus","Green",2019,2019-09-12,1832,1
"10373","Rebecca Cox","Green",2019,2019-09-12,1855,30
"10378","Sarah Hokom","Green",2019,2019-09-12,1919,24
"10393","Catrina Allen","Green",2019,2019-09-12,1968,7
"10404","Jessica Weese","Green",2019,2019-09-12,1848,2
"10406","Holly Finley","Green",2019,2019-09-12,1805,22
"10474","Kristin Tattar","Green",2019,2019-09-12,1908,21
"10501","Hailey King","Green",2019,2019-09-12,1798,29
"10510","Missy Gannon","Green",2019,2019-09-12,1770,15
"10554","Kona Star Panis","USWDGC",2019,2019-09-20,1752,-11
"10555","Paige Pierce","USWDGC",2019,2019-09-20,1989,1
"10560","Lisa Fajkus","USWDGC",2019,2019-09-20,1841,9
"10561","Rebecca Cox","USWDGC",2019,2019-09-20,1864,10
"10566","Sarah Hokom","USWDGC",2019,2019-09-20,1925,6
"10581","Catrina Allen","USWDGC",2019,2019-09-20,1967,-1
"10592","Jessica Weese","USWDGC",2019,2019-09-20,1861,13
"10594","Holly Finley","USWDGC",2019,2019-09-20,1806,1
"10662","Kristin Tattar","USWDGC",2019,2019-09-20,1921,13
"10689","Hailey King","USWDGC",2019,2019-09-20,1803,5
"10698","Missy Gannon","USWDGC",2019,2019-09-20,1777,7
"10728","Natalie Ryan","USWDGC",2019,2019-09-20,1524,24
"10742","Kona Star Panis","HOFC",2019,2019-10-11,1767,15
"10743","Paige Pierce","HOFC",2019,2019-10-11,1997,7
"10748","Lisa Fajkus","HOFC",2019,2019-10-11,1843,2
"10754","Sarah Hokom","HOFC",2019,2019-10-11,1938,13
"10769","Catrina Allen","HOFC",2019,2019-10-11,1976,8
"10780","Jessica Weese","HOFC",2019,2019-10-11,1861,0
"10782","Holly Finley","HOFC",2019,2019-10-11,1824,18
"10803","Madison Walker","HOFC",2019,2019-10-11,1827,2
"10927","Kona Star Panis","Memorial",2020,2020-02-27,1744,4
"10928","Paige Pierce","Memorial",2020,2020-02-27,1965,18
"10932","Rebecca Cox","Memorial",2020,2020-02-27,1825,-3
"10942","Catrina Allen","Memorial",2020,2020-02-27,1917,-11
"10948","Jessica Weese","Memorial",2020,2020-02-27,1797,-28
"10961","Henna Blomroos","Memorial",2020,2020-02-27,1795,26
"10962","Madison Walker","Memorial",2020,2020-02-27,1760,-21
"10971","Eveliina Salonen","Memorial",2020,2020-02-27,1796,9
"11003","Hailey King","Memorial",2020,2020-02-27,1777,4
"11007","Missy Gannon","Memorial",2020,2020-02-27,1752,3
"11043","Kona Star Panis","Waco",2020,2020-03-12,1766,22
"11044","Paige Pierce","Waco",2020,2020-03-12,1964,0
"11047","Lisa Fajkus","Waco",2020,2020-03-12,1808,-1
"11048","Rebecca Cox","Waco",2020,2020-03-12,1837,12
"11052","Sarah Hokom","Waco",2020,2020-03-12,1901,7
"11058","Catrina Allen","Waco",2020,2020-03-12,1928,11
"11064","Jessica Weese","Waco",2020,2020-03-12,1829,32
"11065","Holly Finley","Waco",2020,2020-03-12,1796,5
"11077","Henna Blomroos","Waco",2020,2020-03-12,1811,16
"11080","Emily Beach","Waco",2020,2020-03-12,1638,12
"11083","Valerie Mandujano","Waco",2020,2020-03-12,1673,51
"11087","Eveliina Salonen","Waco",2020,2020-03-12,1825,28
"11119","Hailey King","Waco",2020,2020-03-12,1789,12
"11123","Missy Gannon","Waco",2020,2020-03-12,1772,20
"11137","Kat Mertsch","Waco",2020,2020-03-12,1530,23
"11159","Kona Star Panis","DDO",2020,2020-06-26,1758,-8
"11160","Paige Pierce","DDO",2020,2020-06-26,1975,11
"11164","Rebecca Cox","DDO",2020,2020-06-26,1798,-39
"11174","Catrina Allen","DDO",2020,2020-06-26,1928,0
"11181","Holly Finley","DDO",2020,2020-06-26,1776,-20
"11239","Missy Gannon","DDO",2020,2020-06-26,1791,19
"11309","Henna Blomroos","Helsinki",2020,2020-06-26,1825,14
"11319","Eveliina Salonen","Helsinki",2020,2020-06-26,1838,13
"11391","Kona Star Panis","Preserve",2020,2020-07-03,1767,9
"11392","Paige Pierce","Preserve",2020,2020-07-03,1990,15
"11395","Lisa Fajkus","Preserve",2020,2020-07-03,1811,3
"11396","Rebecca Cox","Preserve",2020,2020-07-03,1839,42
"11400","Sarah Hokom","Preserve",2020,2020-07-03,1902,1
"11406","Catrina Allen","Preserve",2020,2020-07-03,1932,3
"11412","Jessica Weese","Preserve",2020,2020-07-03,1835,6
"11413","Holly Finley","Preserve",2020,2020-07-03,1800,24
"11471","Missy Gannon","Preserve",2020,2020-07-03,1808,17
"11485","Kat Mertsch","Preserve",2020,2020-07-03,1574,44
"11541","Henna Blomroos","Turku",2020,2020-07-10,1834,8
"11551","Eveliina Salonen","Turku",2020,2020-07-10,1857,19
"11568","Kristin Tattar","Turku",2020,2020-07-10,1892,13
"11623","Kona Star Panis","DGLO",2020,2020-07-24,1791,24
"11624","Paige Pierce","DGLO",2020,2020-07-24,2001,10
"11627","Lisa Fajkus","DGLO",2020,2020-07-24,1820,9
"11628","Rebecca Cox","DGLO",2020,2020-07-24,1836,-4
"11632","Sarah Hokom","DGLO",2020,2020-07-24,1910,8
"11638","Catrina Allen","DGLO",2020,2020-07-24,1932,0
"11644","Jessica Weese","DGLO",2020,2020-07-24,1849,14
"11645","Holly Finley","DGLO",2020,2020-07-24,1811,12
